,text,annotator_1,annotator_2,annotator_3,gold_label
611,maro anankvadi IMAMO ko talwar se kat dena chahiye .hindustani hijre ho gaye hai .jitne IMAM hai wohi terrorism ko paida karte hai. https://twitter.com/01Karn/status/818169439451549701 …,yes,no,no,no
612,Aur Shanghi Bhajpiye tab jaagte hain jab dange karna ho ya rape ya loot machana ho ya bomb banana ho. @_MiteshPatel @DalitRising,no,no,yes,no
613,"Aur Shanghi Bhajpiye kewal tab jaagte hain jab danga karna ho, rape karna ho, loot machana ho ya bomb banana ho. @kamaaaa6 @_MiteshPatel https://twitter.com/kamaaaa6/status/818095365333352448 …",yes,no,yes,no
614,"ami jani amake onek manush onek hate kore, ami kintoo tader ke oneek oneek bhalobashi, Allah Malik Knows my... http://fb.me/7Ek3Y0X4U ",yes,yes,yes,no
615,"@bhak_sala Bhai Sir, Aapko spelling mistake me taklif hai 16 woman ko rape karne me nahi,na hi ek bhi tweet.@IndiaExplained",no,no,yes,no
616,wo sala to baba hai asha ram ki tarha tabhi to us par bhi rape case laga hua hai. Kutte sirf bhaukte hi hai .....,no,no,yes,no
617,I hate Nikolai https://twitter.com/boutvseries/status/818087682618327040 …,yes,yes,yes,yes
618,Sheru meri jaan apne shakal dikha mujhe dekna hain tere ma ka rape ka outcome kya tha,no,no,yes,no
619,kbhi India walo ki soch liya kro jo ladkiyon ke rape ho rhe h usse to rok nhi skte aap aur baat krte h,no,no,yes,no
620,ab koi or dhund raha hai jo kuch time k liye tary sath theek ho or phir tujy hate krny lagy,yes,yes,yes,yes
621,and i hate girls jo larkon k abuse karne k bawajood un se bat karti hain,yes,yes,yes,yes
622,Aur kapil sir ka show dekh kar to sare gum door ho hate hai,yes,yes,yes,yes
623,ma'am ye apne ek dum sahi kha hai logo ko smajhne ki zarurat hai rape netao ke nai ho rhe h bharat ki nanhi pario k ho rh h,no,no,yes,no
624,I hate this word ek waqt tha jab mai is word ko sunne ke liye trash rahi thi but ab ghin aati hai is word se,yes,yes,yes,no
625,@RoninADfan kyu be chakke rape ho gaya na Kalwe @ajaydevgn ka pic.twitter.com/j1mpOHQjlV,no,no,yes,no
626,English bolne nahi aati toh uska rape toh mat karo.,no,no,yes,no
627,aatak baadi tabhi hate gha jab ham aam public jokna rhe unpe kari nazar rakhe to aatak khtm ho jaaye gha,yes,yes,yes,yes
628,"@SushmaSwaraj Madam- Aaj meri bahan ka rape kya gaya ha. wo 21 saal ki mentally and physically challenged hai, mujhe aap ke mdt ki jarurat",no,no,yes,no
629,Himesh !! I hate him !! Kya mike laga ke Rakha Hai Kya gale mein,yes,yes,yes,yes
630,@ArunbajpaiRajan eakdam sahi kha pta nahi kab hate ghi aesa soch,yes,yes,yes,no
631,Bhai hate ni pyar phailata ha or jo pyar se nhi manta na wo usme itne ched karta ha ki wo confused ho jata ha ki sans kaha se le aur....? https://twitter.com/BeingSalmanKhan/status/818114483524665344 …,yes,yes,yes,no
632,Punjab me terrorism ki jimmebar to bjp ki dost log he  jhooth ki bhi ek had hoti he,no,no,no,no
633,Pakistan me rape nahi hotey kya rape ek mard karta he phir chahe kisi bhi mazhab ka ho,no,no,yes,no
634,Chiiii....I hate him...Mr.Gupta https://twitter.com/ViniMehra1/status/818132809051205633 …,yes,yes,yes,yes
635,hamare yahan yeh crime hai tumhari tarah mard ka hak nahi hai isliye hum ise rape kehtey hain aur report kartey hain.,no,no,yes,no
636,muslim kafiron sa phir bhi lakh guna achy ha tumhary hindu india main her jaga rape kar rahy hai un per bat karo,no,no,yes,no
637,Aur koi arguement kar lo .. reh gaya hai tou... saara din kis ka ser khaati ho? Bestie hate you... yeh bhi tweet ker rahi hain...,yes,yes,yes,yes
638,PM apna Vada Nebhae Bename Sampatte RakhneWalon ko Paker ker Unke Sampatte Raj-Sat kare Peche na hate @PMOIndia @HMOIndia @aajtak @BBCHindi,yes,yes,yes,yes
639,@narendramodi Sir meri chhoti  bahan ka rape aaj hua hai.,no,no,yes,no
640,#IndoUsTies #terrorism #ModiObama,no,no,no,no
641,"@narendramodi Sir, Mere behan ka rape hua hai. aaj mere gaon mein gav ke hi ek aadmi ne rape kiya hai. please meri mdt kare.",no,no,yes,no
642,taagi padipoyina amayini cheste rape e avuddi,no,no,yes,no
643,sasti lokpriyeta ke liye chote sale Modi ji per galat salat.jhuta mudda it hate rahta hai,yes,yes,yes,yes
644,Lolwa hate toh mai bhi nahi karta...lekin ainvey hi,yes,yes,yes,no
645,madam Ji hate krne k lie phle 50+ seats le aao loksabha m,yes,yes,yes,no
646,Ghaaaad  pashagitun jud daw ug rape,no,no,yes,no
647,haan sach mein @drramansingh to bilkul modi ji andhe ban gye 16 tribals ke rape par. waha to polity ka natak nahi hoga sayda?,no,no,yes,no
648,Vo bhi rape k maze le rhi hai,no,no,yes,no
649,tum laave ho maulana tumhara rape kissi aur se nai hota dekh sakta main  khud kerna parta hai,no,no,yes,no
650,I hate bani nafrat krta hu mai tujse tune bhai se Attitude se bt ki i hate uuuuu bani kuttiya,yes,yes,yes,yes
651,Agar third eye insan dare to rape case zero ho jaye n sare imandar hojaye,no,no,yes,no
652,Pehle ashram mai jo rape kar rahe hai baba log 16000 larkiyon ka unhe to bacha le,no,no,yes,no
653,@sardanarohit sir mai purnea bihar ka hu yaha 1 hindu ke sath 4 muslim ne rape kr ke mar dala ... Postmartam report v change kera diya gya hai...Koi kuch nhi kr raha,no,no,yes,yes
654,"Abe gaddar tu sirf Hindu k khilaf hi qu bolta h, dum  h to Muslim logo ne Kashmir girls ka rape kiya tha uspar b bol",no,no,yes,no
655,Jyada nhi 5 degree se niche nhi jata  i hate it abhi 15 degree hai btao i was temp in minus,yes,yes,yes,yes
656,Meri tl pe shadeed mohabbat ka virus phelta hua dikhai de raha tha... to main ne unfollow kr diya... mohabbat k thekedaar apna karobaar kisi aur ki tl pe chamkaen... i hate love.,yes,yes,yes,yes
657,Aur Madarse me Maulvi rape karte hain to owaisi aur tere jaise log un Maulviyon ke support me aate hain. Hai na ? https://twitter.com/AshraffSalman/status/945024003193831429 …,yes,no,yes,yes
658,Pakistan bhi khareed lena jab aukaat itni hojae magar pehley in paison se toilets banwao or larkiyon ko kapre pehnao poori tarhan taky rape km hon or gandagi bhi . https://twitter.com/I_Atheist_/status/944636139029266432 …,yes,no,yes,no
659,Are aisa kuch nahi hai bhai mai abhi bhi SRK ka hi fan hoon or rahunga but ab akki ko bhi respect krta hoon kyuki hate krne ka koi reason hai hi nahi,yes,yes,yes,no
660,"Ab allhaa Jane Pakistan ka kya hoga. Majhab or peson ke liye terrorism felane bale jab desh ke politics aa rahe hain, a sa lag raha he ke jese, ""suraj west se nikla hey"".... Chor ke haat mein tijori Dene jesi bat ho gayi, ya phir kehelo ki billi ko machhli ki rakhbali karne ko",no,no,no,yes
661,Religion ab peace se jyada hate failane ke liye use hota hai.,yes,yes,yes,no
662,"jitni drama hai utni hi ghatiya, kud dry fruits bed me chupakar khati ho aur vikash ka khana dekhti ho. uske chalne ka majak banaya vikash ne video dekha fir v issue nahi banaya aur tumhari chal se lagta hai ki delivery k bad aunty aa rahi hai. I hate you. https://twitter.com/hinakhanfc_/status/944617612134117376 …",yes,yes,yes,yes
663,1971 mai india se chode Gaye 90k Pakistanis army men se puchna bina rape ke liye rape kaise hota hai,no,no,yes,no
664,Ashram me rape karna sikhya jata hai sabko malum hai,no,no,yes,no
665,Bhai ko koi kese hate kr skta,yes,yes,yes,no
666,aisa koi baat nai hai.aise logo ka mai suport nai karta.aise rapist ko kutte ki maut dena chahiye. sirf yeh bolke nai jo rape karta hai usko,no,no,yes,yes
667,U know aise gatiya fanz ki bagah se shilpa ko bahot log hate karta hai jab dekho bina baat ki gali dena n unrespect karna hadh hai brainless ppl,yes,yes,yes,yes
668,To bhi dhiyan rakh kahin teri izat na lut jy tera rape na ho jay....haha,yes,no,yes,no
669,Khud Kisi ko hate krte ho to apne AAP ko ya apne perception badal paate ho,yes,yes,yes,no
670,Itni nafrat to kya to Pakistan ke atankwadio mein dekhe ko milte h ya aap mein. Sirji jis thali mein khate ho usi mein ched karne ka plan h kya? Lag raha h iski gaddari par chhabuk chala h jo itna tilmila rahe h,yes,no,yes,yes
671,shweta mamitni izat denay walay rape nhe krty bharvay,no,no,yes,no
672,"Padmavati pr film banaoge zinda jala denge, naak kat denge, aashram mai rape karo, acid attack kro, koi nahi,",no,no,yes,yes
673,1400 saal phle koi peg wala amber ek 9 saal ki ladki ka rape kia ab kisi ka khoon khol rha hain kya ?????,no,no,yes,yes
674,Tu madras chaap jahil ki baat krega khud ki ammi khala behen ka rape karta hai halala karta allah chillane wala aatanki hota hain aur tu hain woh aatanki samjha bete,no,no,yes,yes
675,Didi hate toh @Swamy39  bhi karte hain.. unpe kuch comment karoge,yes,yes,yes,no
676,"In BeHENc**do ke ghar pe hi adhe rape hote hai, jo report nahi hote honge aur ye dusro ke ghar pe jhakte he.. chaman c***.",no,no,yes,yes
677,bina deepika kabhi 140c nahi dekhe chadarmod @iamsrk ne tiger ne hakle ke career ka rape kar diya 3.5 din me aur tu ATG ka moot pee raha? tere star ko bol ek clean hit deke dikhaye chakke @SRKsDaring,no,no,yes,no
678,"Modi NE kon sa promise poora Kiya?ab Tak kitne sainik mare? Kitni ladki ka rape hua? Kitne log vaise he maar diye gaye, note banddi me 140 log maare gaye, in sab pe white paper tera chacha nikaalega?",no,no,yes,yes
679,Yasss.... Power of hina fans.. Proud to be one of them..  churan  patliya darr gaya.. Aukat nahi hai uski ki itne fans ho uske infct uske fans hi usko ab hate kar rahe hai unhone b zillat k laddu khilaye hai..  https://twitter.com/OfficialMeher/status/945326094139449344 …,yes,yes,yes,no
680,Ek hota he hate or ek hota he love.....love ki Nazar  to he Shilpa ji.,yes,yes,yes,no
681,"Bki hate ho,wo hate wala Nazar kiske lya he yea samajh ne k lya app kafi samajhdar he.",yes,yes,yes,no
682,Chup kar ...kya kuch nhi boli shilpa se uski baad v woh chup rahi thi aur tumhe khana di thi...hate u @ArshiKhan & never want to see u again,yes,yes,yes,yes
683,Ye terrorism toh band karoge lekin ye feminist ke aatank se kaise bachoge,no,no,no,no
684,Pyaar sai hate kertay hain na,yes,yes,yes,yes
685,International media ne sahi survey kiya ha k bharat me hr 15 mint me ak auret ka rape hota ha so ap k baat or wording se yaqeen ho gea k kia respect deity or kis trah se female k sath ap log baat krty  ha 2019 choro abi ki baat kro kl kis ne dekha hm abi invite kre ha ajao,no,no,yes,yes
686,Iska to rape bhi hona chahye tha Dehli mai,no,no,yes,yes
687,yaar ye heena Ro Ko Bula rahi hai lekin awaz se Poori dunia Ke Kaan Band krwa rahi hai Kaisi Pagal hai yaar ye I hate Her Bhot jyada Gandi Gali aa rahi hai Is pagal Ko dekhkr,yes,yes,yes,no
688,Apko sirf glass shield itni takleef de rahi hy us terrorism ka kya jo #KalbhushanJadhav ne Pak me kiya un maaon aur biviun ka kya shame on u,no,no,yes,no
689,"Tu karwa suwar ki aulad hai, suwar ne rape kiya tha teri ammi ka ,apni soch gandu allahchodi",yes,no,yes,yes
690,Kulbhushan Jadhav ji ki Family ko lautate waqt wait karna padha coz jo #car #driver service k liye appointed tha vo #Land of #terrorism k #Terrorists #camp mai gaya hoga.,yes,no,yes,no
691,7 sheed huwe too 14 mar gairaye gee dost..but piche nhi hate ge Pakistan ka baap hai India aur ushko ek din jhukna hoga,yes,yes,yes,no
692,Aur dosri baat Kulbushan Jadhev Ajmal Qassab 2 hai Ajmal Qassab tak india ne access di ? oska tu yebi nahi pata tha pakistani hai ya indian Hindu hai ya Muslim Kulbashan Terrorist ne tu khod bol diya me terrorism k liye kaam karta tha. .,yes,yes,yes,no
693,"Arshi out hoke shirf nagative hi bole rahi hai,now i hate her",yes,yes,yes,yes
694,Aisi aurtain hoti hain jo jaan boojh k rape waalay ilaqe main jaati hain! Pakistan milgaya toh rape kaise hoga aapka ! https://twitter.com/ms_thakurayin/status/944989199651835904 …,yes,no,yes,no
695,Gayo jogi to gayo waise bhi yeh bahana ban jayega par who likes modi or jogi 80% say dey hate them,yes,yes,yes,no
696,Mi tu kisiko hate nhi karti . .. kya bigaada hi apna,yes,yes,yes,no
697,Haha so so so true aise hi nhi i say ppl aadhe hina karan show dekhte hai chahe hate hi krte ho..adhe hina karan shows mei jare hai jinko kutta bhi nhi puchta aur mu fer ke chla jata hai..hina is fab,yes,yes,yes,no
698,"Hindutva ko to inka baap bhi nahi rok sakta, aur terrorism ko to ye useful idiots khud badhava dete hain.",no,no,no,no
699,Milawat tumhare hui hai  invaders ke rape ke dwara,no,no,yes,no
700,She is just Sabji me Dhaniya... I just hate Dhaniya..N I Boycott that Sabji too..,yes,yes,yes,yes
701,Haa tumhe toh bakriyo ka aur murgiyo ka rape sikhaya jata hai isiliye tumhare yahan sirf bakriyo ke hi hospital hai baaki sab toh bimar Paki India se bhik mangte hai visa ke liye taaki apna ilaaz yaha aakar kara sake.  Ye le tere liye gifts aur inka rape karle.,no,no,yes,yes
702,"Humare yaha insaan rape hota hain, aur waha bakri, gadha, kutte, deadbodies, khusre sab kuch rape hote hain. Dunia haasti hain in par aur yeh tweeter pe aate hain fake jihad karne. Are iss fake jihad se bakri nahi milegi. Phat ke nikal ke. pic.twitter.com/PTokzdbYHd",yes,no,yes,no
703,"Christmas wish karna haram hai, dance haram hai, Music haram hai, chess haram hai, painting haram hai, biwi ke saath photo dalna haram hai par terrorism halal hai, kaffiro ki aurato ka rape karna halal hai, gareeb logo se zabardasti islam qabool karana halal hai.",no,no,yes,yes
704,"@awasthis @News18India @sambitswaraj, is dehati Peerzada, the begger of America ko bulate kyu he show me?  Lehaz nahi he baat karne ki.  Pakistani o se aur ummid v kya kar sakte he? Ye log to terrorism ke liye apne maa baap,  biwi bacche ko v bech sakte he.",no,no,no,yes
705,Haha ek din baad main azaad hone wala mulk ab rooti kaa tanna mary ga ooo bhai thek ha tmre haan roti ha khate ho 2 nahi 3 time ki pet hagne k liye urto ka kuch kro ghr mn bahar ja k rape krwa k aa jati hain bechri...khane ko chor hagne ka soch beta,yes,no,yes,no
706,9 saal kia hai bhai tere Ram bhagwan ne to 6 Sal ki Sita ka rape kia tha...  Ramayana ka aranneya khund kabhi padh Lena....,no,no,yes,yes
707,Logic: chutti apni jagah hai or hate apni,yes,yes,yes,no
708,puneesh is really very bad person.. insaniyat hain hi nahi usmei.. vikas ne usko yaha tak laya varna vo kab ka eliminate ho jata.. hiten ke jage voh jata.. hate him #lostboy54 #VikasGuptaFTW,yes,yes,yes,no
709,"Rape Toh Tum janti ho Sab se jada porkistan mein hota hai. Baap apni beti Ka. Beta ami ka and yeh sab allowed hai. Tum Khud janti ho Tum kitni baar so chukie ho abba ke sath, porki ho yaa rape yaa terrorism Aur kuch hai karne ko tumhare neech desh mein?",yes,no,yes,yes
710,Toh tu mahabharat q padh raha hain quran padh allah chilla aur maar de hum logo ko aur rapist jesa 9 saL ki ladkiyo se rape kar,no,no,yes,yes
711,U might wanna die Coz porki can’t even get well. Porki pana Aur terrorism tumhare core mein hai. Tum log har jaga innocent ko kill Kar rahe ho. So plz marjaao Aur apne abu ko bhi mardo take Aur dhadewali na peda kare,yes,yes,no,yes
712,Yeh gana kyu end nahi ho Raha... I may hate these songs like moh moh,yes,yes,yes,no
713,shadi main nachay na nachay lekin tum logon say behtar hai wo kia kehtay hain tumhare desh ko Rapistan where rape is allowed. hahahhaha,yes,no,yes,no
714,I agree whn #ShilpaShinde said ab agar mujhe maa kaha toh tum apni maa ko galli dogi..   i hate tat arshi filth khan,yes,yes,yes,yes
715,Bhai nakli sardana  abba ni wo khala hai terrorism or ye kathmulle haalala ki nazayaz aulaad pakistan waale dogis,no,no,no,no
716,News reporter valo ko baat Karna nhi ata jab bhi vo honest prime Minister shree narendra Modiji ke baare me baat karte hai to vo log sirf Modi kahke baat karte hai i hate this type log khaskar aajtak vale,yes,yes,yes,yes
717,Hindu babao  duwara apni hi bahan betiyon ke rape ko. Hamare  desh ke dharam ke thekedaar konse jihad ke naam se pukarege mahila kalyan  jihad ya samaj kalyan jihad. Pleas answer.,no,no,yes,no
718,Tera abba ketly ka bola tha bhool gya ki rape ek chhoti ghatna hai bhool gya kya .,no,no,yes,no
719,Amish is maulana ko batao k kanoon kisi bhi faisley ko lagoo karne k liye zaruri hai. Apradh to rape bhi hai. Par apradhi ko sazaa dene k liye hai kanoon.,no,no,yes,no
720,Hahaha rape to tera hua tha muglo ne Kia tha tab Jake Tu mulli BNI  aur Rahi batt rape ki to,yes,no,yes,no
721,Aspke udher to rape ke sasth bachcha baazi bahut popular hai pic.twitter.com/aPUB1tPq2X,no,no,yes,no
722,aap 1 intehaii taasub pasand aadmi hain. kabhi south k naray maar k hate phelatay hain kabhi aisay targets. koi jawab nahi.....,yes,yes,yes,yes
723,bhai SRK ko koi hate kare to tumhe maza aata hai kya???,yes,yes,yes,no
724,Yah subidha ganv  me nahi mil raha hai ye Sab bakwas ki hate hai https://twitter.com/ptshrikant/status/941704101062049792 …,yes,yes,yes,no
725,Aur rhi bat safe hone k na to uspe kisi ne koi favor nhi kia smjh aaya? Wo jo h khud se h hina k trh do pets le knhi chli poore season me na hi do muh ki bni. Kl to hina bda priyank ko hate uh hate uh kri bt akhade me priyank ko cheer kri  ab unhi pets ko nominate,yes,yes,yes,no
726,abay loray jab tumhe apni he maa bheno ka rape kar k sharam nahi aa rozz bc kam hone k bajai 4 gunnah zayda ho rahe hain,no,no,yes,yes
727,#biggboss11 arshi kitna bhi galt bole... shilpa k liye hum sb ko pata h wo kaisi h... i hate u arshi khan,yes,yes,yes,yes
728,"Tumhare to terrorism failane aate Hain, Indian army 72 hooron se mila deti unko",no,no,no,yes
729,Gujarat election ki therk se ginti karvao - to EVM hate ga. Hamare Chief Election Commissioner Shri Dhritrashtr Joti ji ko aaj ke Vifur chahiye jo unka marg darshan kar sakke. Yeh Modi bhakti unko le dubi hai @HardikPatel_ @AlpeshThakor_ @jigneshmevani80 @yadavakhilesh @INCIndia,yes,yes,yes,no
730,Arshi ne hi paysa Dia hoga #EntertainmentKiRaat  Ko or colours Ko....khud to ghar me Shilpaji ki izzat utarte rehe ab sayad pyse deke bahar vi wohi jari rakkha he....nehayat hi ghatea larki.....hate her.,yes,yes,yes,yes
731,Bhai jab tk aap modi ji se hate krenge,yes,yes,yes,no
732,Aap ki bhai ne bahut sanskri he na. Jo bihar me rape nehi Kiya aur bihar cabinet se nikal gyei. He na sir. Kuch bolne se pahele apne aap ko jhank lo sir ji,no,no,yes,yes
733,@ShatruganSinha_ Agar aap ko lagta hai ki party mai aap ka satkar nahi  ho raha hai to aap party se alag kaheko nahi ho hate ho. Tum gaddar ho.,yes,yes,yes,no
734,"Tum care karte hote toh samaj jate ke porkistan kitna zalil hai, Coz Tum Andhe bangaye ho tumhe dikhta nahi ke porkio ke vaje se har jaga terrorism phel gaya hai anpad log Aur hijada desh",no,no,no,yes
735,Din ba din rape barh Hain tumhari India mein sirf toilets na hone ki waja se..agar Paise nahin Hain tou human batao hum chanda ikatha ker k bhaij dete Hain.. Suna hai tumhare mulk mein ghurbat bohat hai.bhooki nangi qoum.inka gandhi nanga raha kapre naseeb hai hoye bhenchod ko,no,no,yes,no
736,Isko sahe nikala ghar se iscey ki awam ne . India hate arshi khan,yes,yes,yes,yes
737,"bhai, dimag bilkul satka hua he, sale harami @Zaraar_ ka language to dekho, mulla ko sex elawa aur kuchh nehin dikhta, sale ek to abhi abhi arrest hua he, murgi ko rape karte hue,",yes,no,yes,no
738,Bhai kaya choice h wha . India hate arshi khan . I can bet . Jutte na parre iscey kahe bahar jakee,yes,yes,yes,yes
739,I hate kejriwal desh ki rajniti k liye thik nahi h,yes,yes,yes,yes
740,Ha tere waha to bakri aur murgo ka rape hota h,no,no,yes,no
741,Investigation ke naam per legal terrorism aur legal extortion ka business chal raha Hai,no,no,no,yes
742,nafrat km aur pyar badhate raho..Merry Xmas...,yes,no,yes,no
743,"Apne national anthem ko change karo and yeh line add karo “chutiyeh zammen shaban, terristo Ka yeh Jahan” terrorism Itna phela hai ke koi company porkistan mei. Aatie nahi, sirf terrorist aate hai osama jaise",yes,yes,yes,yes
744,Priyank ki mom ko bhej nai sakte yaar hate dis show biased they r heartless pri ki mom ko bhejte yaar gandagi kyu,yes,yes,yes,yes
745,Pakistan sirf terrorism hi failana janta h usko rishto ki ehmiyat nahi samaj aati he. isliye ek maa ko bete se gale nahi milne diya.,no,no,no,no
746,Muze bhi lgta hai...Achha hua yr yehi dono hue...I hate these both,yes,yes,yes,yes
747,"Haha yahi toh hai, Tum log jhoot ke Sahare Zinda ho. Anpad desh terrorism phela raha hai. Jake porki kha ke porki",yes,no,no,yes
748,Or tab maza ayega!  And priyank ko bhi sabak milega dosti mei gahdari ka!  Priyank must be out for sure hate you priyank sharma and vikas tu bhi jayega #HinaKhan #BB11 #BiggBoss11,yes,yes,yes,no
749,Jo Sitam uthakar bhi pichhe nahi hate wahi lokpriye neta hai,yes,yes,yes,no
750,le dekh kon krta hai rape pic.twitter.com/Ikxqda89qh,no,no,yes,no
751,Kute apni asli zaat dikhane lage Gujarat jit gaye hae hindustan ki ladkio sambhal k rehna in logo k jitne guru h rape murder cases mae shamil h to chelo ka kya guru jail mae chele guruo k kaam ko nahi chodege k chodege bus yehi hoga,no,no,yes,yes
752,"Abe hat sali jhut bol bolkr ki Dil saf h, Shilpa Ka use Kiya, khud flip hui bitch, Shilpa ki ek adat esko Pasand Nahi ayi hogi Hume Tu Puri Pasand Nahi ayi entertaining kha se lagti thi Tu,jail ja sali Teri jagah hi wo h dusro pr kichad uchala Tu khud hai .we hate you arshi khan",yes,yes,yes,yes
753,Aap ne hate ki suruat ki har insan mein bhar chuka h,yes,yes,yes,no
754,"Haha bhai jaane de sirf hand shake karna inke liye creepy hai par ration card ke naam par molestation karna aur nirbhaya ke rapist ko reward dena sanskar hai inn jihadiyo ke muh na lago rape,halala yahi inka culture hai karne do jitni marzi utni spamming",yes,no,yes,no
755,Are ha musharraf ka kya hal hai. Suna hai uski gaand fat gayi hai. Isliye khule aam wo pakistani terrorism ko support kar raha hai hahahaha,yes,no,no,no
756,"U,gud people?are sharam karo. Itna dam hai to sare up se sare rapust ko pakro or ek bhi rape hone se roko. Magar nahi tumhe soft target chahie.",no,no,yes,yes
757,Koi zarurat aaj bhi vahi king hai salman ki har movie bakwas hoti ilike him but hate his movies,yes,yes,yes,yes
758,Baat to aise Kar raha Hai jaise rape pe case nai Hua.. Aur rapist ko tumlog ke tarha Muhammad Aur Allah Bana diya... Wah,no,no,yes,no
759,I am like u too sab hi use hate karte ha .... apna captain ha,yes,yes,yes,no
760,"Vayapam ghotala karte waqt lazza nahi ayi ,ab nirlazta dikha rahe ,desh ke har meghavi chatr ke sath balatkar hai vayapam ghotala you should be booked for rape",no,no,yes,yes
761,jo hina ko hate karega vo to bichara vese hi game k bahar hai lol @eyehinakhan #BB11 @BiggBoss,yes,yes,yes,no
762,Vote for Luv. Priyank ka hogaya safar. Bahut kheliya. He hates Hina na so we hate him. #BB11,yes,yes,yes,no
763,acha chal betichod tujhe kisi aur site ka link de deeta hoon saza gai bhaar main yahi banda bahir aa k 10 aur bachiyoon ka rape kare ka yahi hota hai tere bharat mahan main,no,no,yes,yes
764,Mahoday ramesh harijan bindu sharma ke sath rape kiya tha jiska court se faisala aana hai  ramesh harijan ne ulta bindu ke bhai par case kiya hai ki mere ladki ko cheda hai mahrajganj police bhi ramesh se mili hai jisk uchit jach karai pic.twitter.com/GIgmKC8DlP,no,no,yes,no
765,Aha pakistan .ein police bhi rape kar ti hai,no,no,yes,no
766,Salman don't hate Hina . He likes her. Tabhi too Hina ke bina ek bhi episode pura nhi hota. @eyehinakhan @BiggBoss,yes,yes,yes,no
767,loray sab report hota hai yaha yeh india nahi hai k rape karo aur maar k gaar do ... yaha bc hum bachi char takk nahi sakte warna police hamara rape kar dete hain loray,no,no,yes,yes
768,But i hate you arshi madam priyank ne aapke baare me kitna kuch bola but use apna frnd bana liya aur baaki ne utna to kuch nahi kiya to use latka diya,yes,yes,yes,yes
769,Ab tu bata ke na mard pakistanio ko janwar aur aur chote bacche itne kuu pasand hai. Pakistan mein hi nahi balki uk and saudi mein bhi animal rape kiya hahaha,yes,no,yes,no
770,Abay apne indian media say bahir aaa betichod lanaat hai aisay Fir pay jis k bad bhi har saal hazaroon rape ho jate hain india main,no,no,yes,yes
771,Bhosdi k yeh india nahi hai jo chodo aur 10 rupay de k chhoot hai agar waha police ki koi auqaat hoti tou saal ka lakh rape nahi hota,no,no,yes,yes
772,Sex ka bhooka kon hai wo tou dunya jaanti hai bc hazaroon bachiyaan roz ki rape karte hoon har dosri gali main randi khana kol k rakha hai phir atni aag hai k rape bhi karte ho,yes,no,yes,no
773,Abay bhosday 10 saal ki bachi ko pregnant karne say acha hai janwar he chod lou...  Tum log bhi apne maa bheno ko ka rape choro aur janwaroon pay garmi nikalo apni shayad india ki rale rating kam ho jai,no,no,yes,yes
774,to baba ke pass kinyu gyee thi jo baba 100 se zyada ladkio ko rape kr chuke h,no,no,yes,no
775,"Hahaha nikal report , madar cbod apni reports bhi nikal le. Pakistani kide sirf india ka rape issue aur tatti dikhti hai. Iske alawa tum gandui aur kisi layak nahi",yes,no,yes,no
776,Hote hai pakistan mein. Kabhi saala pura gaon rape karta hai ek ladki ka. Kabhi koi. Tum salo janwaro ko bhi nahi bakashte. Hahahah sale katue tharki,yes,no,yes,yes
777,Acha uspe saal k hazaoon rape ho jate hain.,no,no,yes,no
778,Nahi bhosdi waloon garmi tumhare andar bhari hai abhi issi saal report  main 55.000 bandi rape hue hai india main warna asal main tou 155.000 rape huehoon ge,no,no,yes,no
779,Chutiye bhosray yeh india nahi hai yaha kisi larki ko cher bhi do tou police gand phar dete hai tere india main tou hazaar rape k bad bhi log khule ghoom rahe hote hain,no,no,yes,yes
780,"Madar jaat, ye kand tere desh mein hote hai. Beheno se shadi karke rape aur fir talak. Ja be bhosdike , google kar. Kya pata tere baap ne bhi apni behen se shadi ki ho aur tere jaisa na jayaz aa gaya",no,no,yes,no
781,Nahi chutiye Pakistan top 20 main bhi nahi hai but india 3rd rapist country  hai world main aur issi tarha tumhari larkiyo k rape hote rahe tou 1st rank main zayda dair nahi,no,no,yes,no
782,#Santa Aaj hm sab Bina Gyan ke Nasha ke shikar ho Rahe h aur mahan kasht bhogte h. AapNasha ki Lat se hate Karenhttps://youtu.be/WEcZhjVtvCs pic.twitter.com/buks3SAS19,yes,yes,yes,no
783,Tumhare Hindu baba ne tumhari hajaro bahan betiyon ka rape kiya hai aaj usko jalane ke liye koi nahi aaya kya yahi hindutwa hai. Dogle log dogla dharam.,no,no,yes,no
784,Nafrat Ki Market Mein Mohabbat Bechate Hain,yes,no,yes,no
785,I hate love & pri dono ko vote mat kro Hina ko hi target Kar rah h kya Dosti nibhayi h dono ne,yes,yes,yes,yes
786,#EntertainmentKiRaat..bakwas show..hate all of u..badduva aap Sab ke liye...,yes,yes,yes,yes
787,"Bihar mein 90 ke dasak mein Jangal raaj bhi hua karta tha. Apaharn, loot, murder & rapes where being committed by ? Unki bhi jaatiya batao do Farzi doctor.",no,no,yes,no
788,"Jab tak na_ Pak ka purna vidhhwansh nahi hoga , terrorism khatam nahi hoga.",no,no,no,no
789,Abe incognito naam ke piche chupe jihadi kutte yeh spamming band kar ration card ke naam par rape karna aur nirbhaya rapist ko appeasement ke liye 10k rs aur sewing machine dena yeh hai tumhari aurto ke prati izzat,yes,no,yes,no
790,"Kyu bahot se Pakistani aur Indian ek dusre nafrat karte Hai ? So much hate on my tl, koi answer do!",yes,yes,yes,yes
791,ye to kuran ka rape hai..,no,no,yes,no
