,text,is_hate_speech
686,International media ne sahi survey kiya ha k bharat me hr 15 mint me ak auret ka rape hota ha so ap k baat or wording se yaqeen ho gea k kia respect deity or kis trah se female k sath ap log baat krty  ha 2019 choro abi ki baat kro kl kis ne dekha hm abi invite kre ha ajao,yes
687,Iska to rape bhi hona chahye tha Dehli mai,yes
688,yaar ye heena Ro Ko Bula rahi hai lekin awaz se Poori dunia Ke Kaan Band krwa rahi hai Kaisi Pagal hai yaar ye I hate Her Bhot jyada Gandi Gali aa rahi hai Is pagal Ko dekhkr,no
689,Apko sirf glass shield itni takleef de rahi hy us terrorism ka kya jo #KalbhushanJadhav ne Pak me kiya un maaon aur biviun ka kya shame on u,no
690,"Tu karwa suwar ki aulad hai, suwar ne rape kiya tha teri ammi ka ,apni soch gandu allahchodi",yes
691,Kulbhushan Jadhav ji ki Family ko lautate waqt wait karna padha coz jo #car #driver service k liye appointed tha vo #Land of #terrorism k #Terrorists #camp mai gaya hoga.,no
692,7 sheed huwe too 14 mar gairaye gee dost..but piche nhi hate ge Pakistan ka baap hai India aur ushko ek din jhukna hoga,no
693,Aur dosri baat Kulbushan Jadhev Ajmal Qassab 2 hai Ajmal Qassab tak india ne access di ? oska tu yebi nahi pata tha pakistani hai ya indian Hindu hai ya Muslim Kulbashan Terrorist ne tu khod bol diya me terrorism k liye kaam karta tha. .,no
694,"Arshi out hoke shirf nagative hi bole rahi hai,now i hate her",yes
695,Aisi aurtain hoti hain jo jaan boojh k rape waalay ilaqe main jaati hain! Pakistan milgaya toh rape kaise hoga aapka ! https://twitter.com/ms_thakurayin/status/944989199651835904 …,no
696,Gayo jogi to gayo waise bhi yeh bahana ban jayega par who likes modi or jogi 80% say dey hate them,no
697,Mi tu kisiko hate nhi karti . .. kya bigaada hi apna,no
698,Haha so so so true aise hi nhi i say ppl aadhe hina karan show dekhte hai chahe hate hi krte ho..adhe hina karan shows mei jare hai jinko kutta bhi nhi puchta aur mu fer ke chla jata hai..hina is fab,no
699,"Hindutva ko to inka baap bhi nahi rok sakta, aur terrorism ko to ye useful idiots khud badhava dete hain.",no
700,Milawat tumhare hui hai  invaders ke rape ke dwara,no
701,She is just Sabji me Dhaniya... I just hate Dhaniya..N I Boycott that Sabji too..,yes
702,Haa tumhe toh bakriyo ka aur murgiyo ka rape sikhaya jata hai isiliye tumhare yahan sirf bakriyo ke hi hospital hai baaki sab toh bimar Paki India se bhik mangte hai visa ke liye taaki apna ilaaz yaha aakar kara sake.  Ye le tere liye gifts aur inka rape karle.,yes
703,"Humare yaha insaan rape hota hain, aur waha bakri, gadha, kutte, deadbodies, khusre sab kuch rape hote hain. Dunia haasti hain in par aur yeh tweeter pe aate hain fake jihad karne. Are iss fake jihad se bakri nahi milegi. Phat ke nikal ke. pic.twitter.com/PTokzdbYHd",no
704,"Christmas wish karna haram hai, dance haram hai, Music haram hai, chess haram hai, painting haram hai, biwi ke saath photo dalna haram hai par terrorism halal hai, kaffiro ki aurato ka rape karna halal hai, gareeb logo se zabardasti islam qabool karana halal hai.",yes
705,"@awasthis @News18India @sambitswaraj, is dehati Peerzada, the begger of America ko bulate kyu he show me?  Lehaz nahi he baat karne ki.  Pakistani o se aur ummid v kya kar sakte he? Ye log to terrorism ke liye apne maa baap,  biwi bacche ko v bech sakte he.",yes
706,Haha ek din baad main azaad hone wala mulk ab rooti kaa tanna mary ga ooo bhai thek ha tmre haan roti ha khate ho 2 nahi 3 time ki pet hagne k liye urto ka kuch kro ghr mn bahar ja k rape krwa k aa jati hain bechri...khane ko chor hagne ka soch beta,no
707,9 saal kia hai bhai tere Ram bhagwan ne to 6 Sal ki Sita ka rape kia tha...  Ramayana ka aranneya khund kabhi padh Lena....,yes
708,Logic: chutti apni jagah hai or hate apni,no
709,puneesh is really very bad person.. insaniyat hain hi nahi usmei.. vikas ne usko yaha tak laya varna vo kab ka eliminate ho jata.. hiten ke jage voh jata.. hate him #lostboy54 #VikasGuptaFTW,no
710,"Rape Toh Tum janti ho Sab se jada porkistan mein hota hai. Baap apni beti Ka. Beta ami ka and yeh sab allowed hai. Tum Khud janti ho Tum kitni baar so chukie ho abba ke sath, porki ho yaa rape yaa terrorism Aur kuch hai karne ko tumhare neech desh mein?",yes
711,Toh tu mahabharat q padh raha hain quran padh allah chilla aur maar de hum logo ko aur rapist jesa 9 saL ki ladkiyo se rape kar,yes
712,U might wanna die Coz porki can’t even get well. Porki pana Aur terrorism tumhare core mein hai. Tum log har jaga innocent ko kill Kar rahe ho. So plz marjaao Aur apne abu ko bhi mardo take Aur dhadewali na peda kare,yes
713,Yeh gana kyu end nahi ho Raha... I may hate these songs like moh moh,no
714,shadi main nachay na nachay lekin tum logon say behtar hai wo kia kehtay hain tumhare desh ko Rapistan where rape is allowed. hahahhaha,no
715,I agree whn #ShilpaShinde said ab agar mujhe maa kaha toh tum apni maa ko galli dogi..   i hate tat arshi filth khan,yes
716,Bhai nakli sardana  abba ni wo khala hai terrorism or ye kathmulle haalala ki nazayaz aulaad pakistan waale dogis,no
717,News reporter valo ko baat Karna nhi ata jab bhi vo honest prime Minister shree narendra Modiji ke baare me baat karte hai to vo log sirf Modi kahke baat karte hai i hate this type log khaskar aajtak vale,yes
718,Hindu babao  duwara apni hi bahan betiyon ke rape ko. Hamare  desh ke dharam ke thekedaar konse jihad ke naam se pukarege mahila kalyan  jihad ya samaj kalyan jihad. Pleas answer.,no
719,Tera abba ketly ka bola tha bhool gya ki rape ek chhoti ghatna hai bhool gya kya .,no
720,Amish is maulana ko batao k kanoon kisi bhi faisley ko lagoo karne k liye zaruri hai. Apradh to rape bhi hai. Par apradhi ko sazaa dene k liye hai kanoon.,no
721,Hahaha rape to tera hua tha muglo ne Kia tha tab Jake Tu mulli BNI  aur Rahi batt rape ki to,no
722,Aspke udher to rape ke sasth bachcha baazi bahut popular hai pic.twitter.com/aPUB1tPq2X,no
723,aap 1 intehaii taasub pasand aadmi hain. kabhi south k naray maar k hate phelatay hain kabhi aisay targets. koi jawab nahi.....,yes
724,bhai SRK ko koi hate kare to tumhe maza aata hai kya???,no
725,Yah subidha ganv  me nahi mil raha hai ye Sab bakwas ki hate hai https://twitter.com/ptshrikant/status/941704101062049792 …,no
726,Aur rhi bat safe hone k na to uspe kisi ne koi favor nhi kia smjh aaya? Wo jo h khud se h hina k trh do pets le knhi chli poore season me na hi do muh ki bni. Kl to hina bda priyank ko hate uh hate uh kri bt akhade me priyank ko cheer kri  ab unhi pets ko nominate,no
727,abay loray jab tumhe apni he maa bheno ka rape kar k sharam nahi aa rozz bc kam hone k bajai 4 gunnah zayda ho rahe hain,yes
728,#biggboss11 arshi kitna bhi galt bole... shilpa k liye hum sb ko pata h wo kaisi h... i hate u arshi khan,yes
729,"Tumhare to terrorism failane aate Hain, Indian army 72 hooron se mila deti unko",yes
730,Gujarat election ki therk se ginti karvao - to EVM hate ga. Hamare Chief Election Commissioner Shri Dhritrashtr Joti ji ko aaj ke Vifur chahiye jo unka marg darshan kar sakke. Yeh Modi bhakti unko le dubi hai @HardikPatel_ @AlpeshThakor_ @jigneshmevani80 @yadavakhilesh @INCIndia,no
731,Arshi ne hi paysa Dia hoga #EntertainmentKiRaat  Ko or colours Ko....khud to ghar me Shilpaji ki izzat utarte rehe ab sayad pyse deke bahar vi wohi jari rakkha he....nehayat hi ghatea larki.....hate her.,yes
732,Bhai jab tk aap modi ji se hate krenge,no
733,Aap ki bhai ne bahut sanskri he na. Jo bihar me rape nehi Kiya aur bihar cabinet se nikal gyei. He na sir. Kuch bolne se pahele apne aap ko jhank lo sir ji,yes
734,@ShatruganSinha_ Agar aap ko lagta hai ki party mai aap ka satkar nahi  ho raha hai to aap party se alag kaheko nahi ho hate ho. Tum gaddar ho.,no
735,"Tum care karte hote toh samaj jate ke porkistan kitna zalil hai, Coz Tum Andhe bangaye ho tumhe dikhta nahi ke porkio ke vaje se har jaga terrorism phel gaya hai anpad log Aur hijada desh",yes
736,Din ba din rape barh Hain tumhari India mein sirf toilets na hone ki waja se..agar Paise nahin Hain tou human batao hum chanda ikatha ker k bhaij dete Hain.. Suna hai tumhare mulk mein ghurbat bohat hai.bhooki nangi qoum.inka gandhi nanga raha kapre naseeb hai hoye bhenchod ko,no
737,Isko sahe nikala ghar se iscey ki awam ne . India hate arshi khan,yes
738,"bhai, dimag bilkul satka hua he, sale harami @Zaraar_ ka language to dekho, mulla ko sex elawa aur kuchh nehin dikhta, sale ek to abhi abhi arrest hua he, murgi ko rape karte hue,",no
739,Bhai kaya choice h wha . India hate arshi khan . I can bet . Jutte na parre iscey kahe bahar jakee,yes
740,I hate kejriwal desh ki rajniti k liye thik nahi h,yes
741,Ha tere waha to bakri aur murgo ka rape hota h,no
742,Investigation ke naam per legal terrorism aur legal extortion ka business chal raha Hai,yes
743,nafrat km aur pyar badhate raho..Merry Xmas...,no
744,"Apne national anthem ko change karo and yeh line add karo “chutiyeh zammen shaban, terristo Ka yeh Jahan” terrorism Itna phela hai ke koi company porkistan mei. Aatie nahi, sirf terrorist aate hai osama jaise",yes
745,Priyank ki mom ko bhej nai sakte yaar hate dis show biased they r heartless pri ki mom ko bhejte yaar gandagi kyu,yes
746,Pakistan sirf terrorism hi failana janta h usko rishto ki ehmiyat nahi samaj aati he. isliye ek maa ko bete se gale nahi milne diya.,no
747,Muze bhi lgta hai...Achha hua yr yehi dono hue...I hate these both,yes
748,"Haha yahi toh hai, Tum log jhoot ke Sahare Zinda ho. Anpad desh terrorism phela raha hai. Jake porki kha ke porki",yes
749,Or tab maza ayega!  And priyank ko bhi sabak milega dosti mei gahdari ka!  Priyank must be out for sure hate you priyank sharma and vikas tu bhi jayega #HinaKhan #BB11 #BiggBoss11,no
750,Jo Sitam uthakar bhi pichhe nahi hate wahi lokpriye neta hai,no
751,le dekh kon krta hai rape pic.twitter.com/Ikxqda89qh,no
752,Kute apni asli zaat dikhane lage Gujarat jit gaye hae hindustan ki ladkio sambhal k rehna in logo k jitne guru h rape murder cases mae shamil h to chelo ka kya guru jail mae chele guruo k kaam ko nahi chodege k chodege bus yehi hoga,yes
753,"Abe hat sali jhut bol bolkr ki Dil saf h, Shilpa Ka use Kiya, khud flip hui bitch, Shilpa ki ek adat esko Pasand Nahi ayi hogi Hume Tu Puri Pasand Nahi ayi entertaining kha se lagti thi Tu,jail ja sali Teri jagah hi wo h dusro pr kichad uchala Tu khud hai .we hate you arshi khan",yes
754,Aap ne hate ki suruat ki har insan mein bhar chuka h,no
755,"Haha bhai jaane de sirf hand shake karna inke liye creepy hai par ration card ke naam par molestation karna aur nirbhaya ke rapist ko reward dena sanskar hai inn jihadiyo ke muh na lago rape,halala yahi inka culture hai karne do jitni marzi utni spamming",no
756,Are ha musharraf ka kya hal hai. Suna hai uski gaand fat gayi hai. Isliye khule aam wo pakistani terrorism ko support kar raha hai hahahaha,no
757,"U,gud people?are sharam karo. Itna dam hai to sare up se sare rapust ko pakro or ek bhi rape hone se roko. Magar nahi tumhe soft target chahie.",yes
758,Koi zarurat aaj bhi vahi king hai salman ki har movie bakwas hoti ilike him but hate his movies,yes
759,Baat to aise Kar raha Hai jaise rape pe case nai Hua.. Aur rapist ko tumlog ke tarha Muhammad Aur Allah Bana diya... Wah,no
760,I am like u too sab hi use hate karte ha .... apna captain ha,no
761,"Vayapam ghotala karte waqt lazza nahi ayi ,ab nirlazta dikha rahe ,desh ke har meghavi chatr ke sath balatkar hai vayapam ghotala you should be booked for rape",yes
762,jo hina ko hate karega vo to bichara vese hi game k bahar hai lol @eyehinakhan #BB11 @BiggBoss,no
763,Vote for Luv. Priyank ka hogaya safar. Bahut kheliya. He hates Hina na so we hate him. #BB11,no
764,acha chal betichod tujhe kisi aur site ka link de deeta hoon saza gai bhaar main yahi banda bahir aa k 10 aur bachiyoon ka rape kare ka yahi hota hai tere bharat mahan main,yes
765,Mahoday ramesh harijan bindu sharma ke sath rape kiya tha jiska court se faisala aana hai  ramesh harijan ne ulta bindu ke bhai par case kiya hai ki mere ladki ko cheda hai mahrajganj police bhi ramesh se mili hai jisk uchit jach karai pic.twitter.com/GIgmKC8DlP,no
766,Aha pakistan .ein police bhi rape kar ti hai,no
767,Salman don't hate Hina . He likes her. Tabhi too Hina ke bina ek bhi episode pura nhi hota. @eyehinakhan @BiggBoss,no
768,loray sab report hota hai yaha yeh india nahi hai k rape karo aur maar k gaar do ... yaha bc hum bachi char takk nahi sakte warna police hamara rape kar dete hain loray,yes
769,But i hate you arshi madam priyank ne aapke baare me kitna kuch bola but use apna frnd bana liya aur baaki ne utna to kuch nahi kiya to use latka diya,yes
770,Ab tu bata ke na mard pakistanio ko janwar aur aur chote bacche itne kuu pasand hai. Pakistan mein hi nahi balki uk and saudi mein bhi animal rape kiya hahaha,no
771,Abay apne indian media say bahir aaa betichod lanaat hai aisay Fir pay jis k bad bhi har saal hazaroon rape ho jate hain india main,yes
772,Bhosdi k yeh india nahi hai jo chodo aur 10 rupay de k chhoot hai agar waha police ki koi auqaat hoti tou saal ka lakh rape nahi hota,yes
773,Sex ka bhooka kon hai wo tou dunya jaanti hai bc hazaroon bachiyaan roz ki rape karte hoon har dosri gali main randi khana kol k rakha hai phir atni aag hai k rape bhi karte ho,no
774,Abay bhosday 10 saal ki bachi ko pregnant karne say acha hai janwar he chod lou...  Tum log bhi apne maa bheno ko ka rape choro aur janwaroon pay garmi nikalo apni shayad india ki rale rating kam ho jai,yes
775,to baba ke pass kinyu gyee thi jo baba 100 se zyada ladkio ko rape kr chuke h,no
776,"Hahaha nikal report , madar cbod apni reports bhi nikal le. Pakistani kide sirf india ka rape issue aur tatti dikhti hai. Iske alawa tum gandui aur kisi layak nahi",no
777,Hote hai pakistan mein. Kabhi saala pura gaon rape karta hai ek ladki ka. Kabhi koi. Tum salo janwaro ko bhi nahi bakashte. Hahahah sale katue tharki,yes
778,Acha uspe saal k hazaoon rape ho jate hain.,no
779,Nahi bhosdi waloon garmi tumhare andar bhari hai abhi issi saal report  main 55.000 bandi rape hue hai india main warna asal main tou 155.000 rape huehoon ge,no
780,Chutiye bhosray yeh india nahi hai yaha kisi larki ko cher bhi do tou police gand phar dete hai tere india main tou hazaar rape k bad bhi log khule ghoom rahe hote hain,yes
781,"Madar jaat, ye kand tere desh mein hote hai. Beheno se shadi karke rape aur fir talak. Ja be bhosdike , google kar. Kya pata tere baap ne bhi apni behen se shadi ki ho aur tere jaisa na jayaz aa gaya",no
782,Nahi chutiye Pakistan top 20 main bhi nahi hai but india 3rd rapist country  hai world main aur issi tarha tumhari larkiyo k rape hote rahe tou 1st rank main zayda dair nahi,no
783,#Santa Aaj hm sab Bina Gyan ke Nasha ke shikar ho Rahe h aur mahan kasht bhogte h. AapNasha ki Lat se hate Karenhttps://youtu.be/WEcZhjVtvCs pic.twitter.com/buks3SAS19,no
784,Tumhare Hindu baba ne tumhari hajaro bahan betiyon ka rape kiya hai aaj usko jalane ke liye koi nahi aaya kya yahi hindutwa hai. Dogle log dogla dharam.,no
785,Nafrat Ki Market Mein Mohabbat Bechate Hain,no
786,I hate love & pri dono ko vote mat kro Hina ko hi target Kar rah h kya Dosti nibhayi h dono ne,yes
787,#EntertainmentKiRaat..bakwas show..hate all of u..badduva aap Sab ke liye...,yes
788,"Bihar mein 90 ke dasak mein Jangal raaj bhi hua karta tha. Apaharn, loot, murder & rapes where being committed by ? Unki bhi jaatiya batao do Farzi doctor.",no
789,"Jab tak na_ Pak ka purna vidhhwansh nahi hoga , terrorism khatam nahi hoga.",no
790,Abe incognito naam ke piche chupe jihadi kutte yeh spamming band kar ration card ke naam par rape karna aur nirbhaya rapist ko appeasement ke liye 10k rs aur sewing machine dena yeh hai tumhari aurto ke prati izzat,no
791,"Kyu bahot se Pakistani aur Indian ek dusre nafrat karte Hai ? So much hate on my tl, koi answer do!",yes
792,ye to kuran ka rape hai..,no
793,Bhaijaan I don't like this post ye new year hota to theek tha but ye tyohaar hum musalmaanon ka nahi hai I hate this post please delete and (Allah) se tauba karo,no
794,I hate prince the most. Kahi dikh gaya to jootee maar maar ke uska sada hua muh kharab krdunga jis muh se harr ladki ko kiss deta firta h.,yes
795,K@tuueee ye hai asli. 9 saal ki bacchi  se rape karne wale k chamche dusro ko esa nahi bolte pic.twitter.com/p4NRxo9CgM,yes
796,maine kab hate kiya. Main to ye bol rahi hon ki unki wajah se saara time tag main nikal jaata hai. Aisa ho gaya to main to chian se apni life jee sakugi na.,no
797,"Agar Hindu terrorism par aaya to bhagte firoge, ek aapsi rajnish ko hindu terror ka Naam dene wale Dr. Narang ke waqt kaha mar gaye the? Ye selective secularism nahi chalega.",no
798,Tum bahut gandgi nikli  bandagi we hate you hamlog shilpa frns hey punish ko save karne k liya vote kiya aapne vikash k liya vote magi eatna filp kaise ho sakri ho aap#shilpaholics,yes
799,ved tiwari ye bhi sahi hai baba log to chupa ke rapr kar rahe muslim me maulvi dharm ke naam pe mahilawo ka rape karte hai.baba aur maulvi dono galat kare hai.,no
800,Hina bahut jhut bolti hai fir manti bhi nhi hai Maine ye bola jab salman bolte gain to bolti hai ho sakta hai. I hate your paltu behaviour....,yes
801,Q teri behan ka rape kiya tha us criminal ne?? ya wo tere maa ka yar hai salo 2kaudi ki aukad nhi tingu tumhari aur aa gaye bakwas karne,no
802,Wo Rohini wala baba jisne masoom Hindu ladkiyo ko rape kiya tha uska kya naam tha?,yes
803,but why? jab pri ye sochke vikas ko support kr rha tha tb to @eyehina ji frndshp ki bat kr rhe the ki frnds ko hi support kro & 2min pahle kh rhe the i hate u & @BeingLuvtyagi bhi janta tha ki wha bethe kitne bhi city baje pr dil se sirf hina sath hai to uska vote metter krta h,no
804,Sapna ji rape krne wala chahe hindu ho ya muslim saja ek honi chahiye uske hath pair kat diye jayen ya phir uski aankhen phod di jayen kam se kam unhe v dard ka ehsas to ho.,no
805,I hate you raju srivastava.tumhara kya bigada hai shilpa ne.paise lekar kuch bhi karoge kya bhagwan ne tumhe bhi beti di hai.upar wala sab dekh raha hai usse daro,yes
806,Kya Hindu baba ko Hindu ladhkiyon ka rape karna allowed hae ???,no
807,@BBhuttoZardari nawaz sharif janwer hai or khawateen ko rape karwata hai punjab main,no
808,Haan islam sirf sharaab peene se hi badnaam hota hai ...terrorism aur fundamentalism wahabism and salafism se nahin ...nahin ?   Zyadatar mughal badshah aur sultans bewre the zinko islami apna masiha maante hain ...,yes
809,Agar no hate Guru Gobind Singh .,no
810,Kuch logo ne enjoy kiya kuch ko afsos hua.. Aap pure fans ko nahi bol sakte.. I was also sad but I also hate her too,no
811,Flu se naak sarh gya hai yar.I hate winters,yes
812,Ab se main bhi locki ki sabzi naho khaungi I hate this sabzi,yes
813,Aur bhi bahut kuch tha bb related se bolne ko raju shri pr tumne parsnol ja ke bola shilpa ko uske kam ke bare me uske self respect ke bare me i hate u raju shri jaisi tumhri shakl waisi tumhari akal,no
814,fir whistle bajane se pehle 'i hate u I hate u! Q bola? Or jo #Luv hamesha tumhare sath raha use support q nahi kiya? Akhade me!,yes
815,I hate too yaar ..This show is so biased na ..Sare ache logo ko bahar kar chutiyo ko rakh liya .. Shit,yes
816,Kafi sankalpit ho aap ki #DwarkaExpressWay kabhi bane hi na aur #KherkiDaulaToll kabhi hate hi na. Poster bana ke tweet kar dene se hum thodi maan lange aapke jhoot ko saach. #RERA dilute kia aur online RTI bhi nahi #Haryana me,no
817,@tentej itna bada namard hai ki agar iske samne koi eve teasing ho ya rape ho to baith k hasega ar bolega mai kyu padu inke beech mai.. aise aadmi kalank hai hamare desh k lye,yes
818,I hate takla's all raps. Woh muh kholta hai ki usse khuch phek ke marne ka mann karta hai,yes
819,Now i hate #ColorsTV show #EntertainmentKiRaat ye kya tarika hai joke banane ka shilpa ji ki insult kar dali jokes ki apni limit   hoti wo bhi jispe joke kar re wo waha pe hai bhi nahi hate this so no respect for women #ShilpaShinde #WeStandByShilpa,yes
820,hahahahaah haan samjh gaya tha mn bari bt hai aisi hoti nhn hen girls.. i hate this dhishom dhishom hahahahah,no
821,Raju shri jaise ghatiya entertainers hote hai jo paise ko liye kisi bhi had tak kisi ko bhi bol shkte hai raju shri bhul gye ki public agar upre lati hai to niche lana bhi janti hai I hate raju shri u r a disgusting Entertainer,yes
822,"Nahi ji i just hate tinday,karele , nd e.tc jo bhi bole hain",yes
823,Asram ko beti doge to rape to hoga hi kahte hai na aag aur koila ek sath rahega to aag lage hi,no
824,Kutti tu jitana vikas ke khilaf likhege utana hi Tere shitpa ko nafrat milege..mujhe woh buri nhi latati Tere jaise wahiyat fan ke wajah se  Shilpa shitpa lagane lagi....carry on more u will write bullshit more people will hate shitpa... Twitter par hi jeeta Lena shitpa ko,no
825,Raju ji same on you jo aapne shilpa ji ke baare me bahut galat bola I hate you me pehle aap ki fan aab nahi hu,no
826,Bhai jo strong hota he usko hate he kiya jata he or apna bhai sbse strong he is waqt game me to ye to obviously bolege esa luv k liye,no
827,Pakistan ka scene alag hai.. They hate us we hate them..,no
828,Sahi bolte hai hum jab Ram rahim asaram rampal ko dekha tha to bhi akal nahi aati inko ghar me maa baap saas sasur ki seva nahi kar sakti or baba ke per dabane chali jati hai to kya inki puja karege rape Hi hoge,no
829,Or baba ki baat to jo ladki khud hi baba ke pass jaye uska to rape hoga hi par jo masum bachi ka ghar me rape karte hai wo Up ke Muslim the rahege,no
830,Up me kyu Muslim hi Hindu betiyo ka rape karte hai kisne Di unhe taaqat Hindu ko kamjor bnaya aap jese logo ne,yes
831,Ghamand hai use khud par... Bahut fake hai.. Chalu... Behuda... Ghatiya... I hate her...,yes
832,Kya kya seh ke aayi hai hamari queen . I hate you,no
833,Sale chutiye ek ladki ki ijjat karna nahi janta ..hate u from nepal,yes
834,Delhi ka nirbhaya case apko yaad hoga UP ka.2 dalit ladki ko rape karke jala kar marne ka Case bhi yad hoga ye sab yadav Congress raaj me hi huya,no
835,Tumhe koi kehe shkti kapoor k pass jayo even jutta utha de toh kaisa lagega hate karna bandh karo but fact par baat karo jha if u girl so yeh girls ki respect ki baat hai behan,no
836,Aree 16 dec gang rape me justice ke liye protest kr rhe logo pe laathicharge krna even ladkiyo ko marna ye manmohan ji se seekhe https://twitter.com/kavyaaagain/status/943843130419290113 …,no
837,and 2nd ma kbhi apni tareef ni krta  I hate myself ya to paka koi ar hi ha,yes
838,Sab hath dho k pade hai Shilpa ko degrade Karne tum logo ko Shilpa chor k aur kuch sujhta ni hate u all Shilpa haters we viewers love her tum logo ko aisi ki taisi,yes
839,Mujhe aj bahut gussa aya wo log ka degradeshilpaprocess dekh ke hate them entertainment kiraat,no
840,Kyu re randi ke bacche. Fake id sirf teri maa ki chut se hi bana sakta hai kya suvar ki aulad. Tu hakla hakla kya krta tu kya suvar ke bacche modi ki gand se nikla hai ya salgay ke lund ne teri maa ka rape kiya tab tu peda hua suvar be bacche.,yes
841,Jab tak Waha pe terrorism khatm nhi hoga tab tak pak kabHi nhi sudhrega... #TigerZindaHai,no
842,This is india log dil se sochate h we hate you jo apne Shilpa k sath kiya or baher aane k baad apne dekh hi liya hoga ki awam kis k sath h,yes
843,Kya be bhagwa bhand...garib mahilao se blatkar  atychar Tere sanskar me hae.. ..tere Narbhachchi Raj me dalit nirbal se rape 200%bad gya  .,no
844,Kutta raju shriwastaw I hate that admi mene bhi dekha aaj kitna begerat admi hai zara sharam nhi ise comedy kehte hai kya kutta,yes
845,@iRajuSrivastava  mujhe lagta nehi ki inki maa b hai .....esiliye sanskar nehi sikhe hai.....hate u raju....,no
846,I hate these awards...acha bhala drama nahi aaya,yes
847,wahhh bhai mehdi pehle acha banda tha kya...ye salman se hate kabse karne laga ?,no
848,Bhai tu bs hate karta hai issleye bakchodi kar raha,no
849,Kisiko bolne se pehle. Socha karo mai pehle tumhri respect karta tha but ab nhi i hate u ap ek wahaiyiyat battmiz aurat h,yes
850,"It was so disrespectful.I hate that Raju, apne season mein beizzatti karwaa Kar nikla Tha aur doosron par comment kar raha hai",yes
851,Koi baat nai he shilpa ki bejati karne k liye to tum ko bahar akar patta chalega etna marenge something wessa hi kaha ..its too much yar ..hina akash ka to jokely kiya par usko buri tara peskiya shilpa ka ..i hate that guy  #shilpians check out in voot app,yes
852,"Thodi hi der pehle 'i hate u,i hate u' kaha or fir usi k liye whistle bajaya! Luv ki hi hamesha q bali di jati he dosti k naam pr?? https://twitter.com/Nkkhandelwalboy/status/944984243041480704 …",no
853,Maine khud bahut baar condemn Kiya hai aur Kisi bhi ghair muslim se zyada ek sachaa musalman karta hai . kyunki terrorism se sabse bada nuqsaan musalman ko hua hai,no
854,"Show rigged hai aur shilpa ne kya kiya yaar Jo usko kaha joota nikal ke maruga to joota bhi ganda ho jayega,ma bana ka shauk hai to bahar nikalo shakti kapoor wait kar raha hai..I hate u @ColorsTV @EndemolShineIND @viacom18 ..i'm deeply hurt",no
855,"@isalilsand Show rigged hai aur shilpa ne kya kiya yaar Jo usko kaha joota nikal ke maruga to joota bhi ganda ho jayega,ma bana ka shauk hai to bahar nikalo shakti kapoor wait kar raha hai..I hate u @ColorsTV @EndemolShineIND @viacom18 ..i'm deeply hurt #Entertainment ki raat",yes
856,"@isalilsand Show rigged hai aur shilpa ne kya kiya yaar Jo usko kaha joota nikal ke maruga to joota bhi ganda ho jayega,ma bana ka shauk hai to bahar nikalo shakti kapoor wait kar raha hai..I hate u @ColorsTV @EndemolShineIND @viacom18 ..i'm deeply hurt",yes
857,Vikaas is real ok ? Smjhao phr pehlay shpa se hate phr love aur peth peechay burai. Isk bad priyank se itni nafrat shakal nh dekhao ye wo sab aglay hi din hiten k jatay hi sab thk hogya KAISAY?,no
858,Wo hara b pehen lenge toh bhi hate jaari rahegi!,no
859,mai kisi dharm ko hate nai karta. koi mera dharm leke ungli karega yah kshoti karne ki kousis karega usko chorne wala nai hu.,no
860,"shilpa ki maa bannay ki overacting maa ban ban k sab ki bitching kr re na koi task m part leti na kuch, vikas ki mind gamer bannay k bad bh rkh rkh k acting pehlay priyank se itna hate aur hiten k jannay k bad foran itna pyar k uff. Us sb se to bht bhtr hai bhaie",yes
861,Bohot ganda tha yea......i just hate the show....kyu jalti hai sabki shilpa se...abb kya biggboss wale khud nehi bol paye to ish show ko use kiya haiiiiiiii,yes
862,Khud ko bht bara celeb samjhti ha choro yar i hate her https://twitter.com/rudeicious/status/944977191611387904 …,yes
863,Bc meme bnane ke chkr mei mind ka rape kyu karwana hai ?,no
864,"hina ne uske liye whistle bjayi jise usne 2min. phle bola tha ""I hate U""",yes
865,i also hate vikas.. bt priyank ne  hina ka naam nh liya ar hina kaise khus hokr boli vikas ko muh dekhne layak tha vikas ka.. vikas gupta kya smjte ho,yes
866,Az bahram behtar too rape farsi vaghan nadarim  #اشتباهخوب,no
867,Is BC ka tweet padha kisi ne meri to hasi hi nahi ruk rahi..  shubhangi ji se hate karne ki koi wajah nahi to Shubhangi ji ko pagal bata raha hai.. aise hi Shitpa ke fan nahi bana tu.,no
868,Is BC ka tweet padha kisi ne meri to hasi hi nahi ruk rahi..  shubhangi ji se hate karne ki koi wajah nahi to Shubhangi ji ko pagal bata raha hai.. aise hi Shitpa ke fan nahi bana tu.  https://twitter.com/ShilpaShinde17/status/944949587835359232 …,no
869,Women ke sath rape kab rukega ..........ab to Baba v.,yes
870,Is desh ka jisne bhi bala karne ki Sochi usi ke piche pad hate hai.,no
871,@alamgirizvi @RealQueenSimren @Anjupra7743  koi Baba larkio aurto ko Bandi banake rakha hai media akh band rakhe.koi rape ho media akh band rakhe.koi udyogpati loot Raha Desh Kai paiso ko media ki akh band.unemployment faila hai industry ki Halat kharab media ki akh band.,no
872,Ayesha se bari khabees aurat nahi is dunia mei koi. I hate her so much.,yes
